Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_408481	hCoV-19/Chongqing/IVDC-CQ-001/2020	Asia / China / Chongqing	2020-01-18	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Hengqin Wang, Xiang Zhao, Wenling Wang, Peihua Niu, Roujian Lu, Sheng Ye, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408482	hCoV-19/Shandong/IVDC-SD-001/2020	Asia / China / Shandong / Qingdao	2020-01-19	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Zhaoguo Wang, Xiang Zhao, Wenling Wang, Peihua Niu, Roujian Lu, Ti Liu, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408484	hCoV-19/Sichuan/IVDC-SC-001/2020	Asia / China / Sichuan / Chengdu	2020-01-15	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Jianan Xu, Wenling Wang, Peihua Niu, Roujian Lu, Huiping Yang, Xiang Zhao, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408486	hCoV-19/Jiangxi/IVDC-JX-002/2020	Asia / China / Jiangxi / Pingxiang	2020-01-11	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Yong Shi, Wenling Wang, Peihua Niu, Roujian Lu, Jianxiong Li, Xiang Zhao, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408488	hCoV-19/Jiangsu/IVDC-JS-001/2020	Asia / China / Jiangsu / Huaian	2020-01-19	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Shenjiao Wang, Wenling Wang, Peihua Niu, Roujian Lu, Kangchen Zhao, Xiang Zhao, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408489	hCoV-19/Taiwan/NTU01/2020	Asia / Taiwan / Taipei	2020-01-31	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	Shiou-Hwei Yeh, You-Yu Lin, Ya-Yun Lai, Chiao-Ling Li, Shan-Chwen Chang, Pei-Jer Chen, Sui-Yuan Chang
EPI_ISL_408514	hCoV-19/Wuhan/IVDC-HB-envF13-20/2020	Asia / China / Hubei / Wuhan	2020-01-01	Institute of Viral Disease Control and Prevention, China CDC	Institute of Viral Disease Control and Prevention, China CDC	William J. Liu, Peipei Liu, Xiang Zhao, Peihua Niu, Yingze Zhao, Wenwen Lei, Ziqian Xu, Shumei Zou, Wei Zhen, Beiwei Ye, Mengjie Yang, Weifeng Shi, Roujian Lu, Wenjie Tan, Zhixiao Chen, Yuchao Wu, Juan Song, Weimin Zhou, Dayan Wang, Jun Han, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408515	hCoV-19/Wuhan/IVDC-HB-envF13-21/2020	Asia / China / Hubei / Wuhan	2020-01-01	Institute of Viral Disease Control and Prevention, China CDC	Institute of Viral Disease Control and Prevention, China CDC	William J. Liu, Peipei Liu, Xiang Zhao, Peihua Niu, Yingze Zhao, Wenwen Lei, Ziqian Xu, Shumei Zou, Wei Zhen, Beiwei Ye, Mengjie Yang, Weifeng Shi, Roujian Lu, Wenjie Tan, Zhixiao Chen, Yuchao Wu, Juan Song, Weimin Zhou, Dayan Wang, Jun Han, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408665	hCoV-19/Japan/TY-WK-012/2020	Asia / Japan / Tokyo	2020-01-29	Dept. of Virology III, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Makoto Takeda, Makoto Kuroda
EPI_ISL_408666	hCoV-19/Japan/TY-WK-501/2020	Asia / Japan / Tokyo	2020-01-31	Dept. of Virology III, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Makoto Takeda, Makoto Kuroda
EPI_ISL_408667	hCoV-19/Japan/TY-WK-521/2020	Asia / Japan / Tokyo	2020-01-31	Dept. of Virology III, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Makoto Takeda, Makoto Kuroda
EPI_ISL_408669	hCoV-19/Japan/KY-V-029/2020	Asia / Japan / Kyoto	2020-01-29	Dept. of Virology III, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Makoto Takeda, Makoto Kuroda
EPI_ISL_407084	hCoV-19/Japan/AI/I-004/2020	Asia / Japan / Aichi	2020-01-25	Department of Virology III, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Shinji Watanabe, Makoto Takeda, Makoto Kuroda
EPI_ISL_403931	hCoV-19/Wuhan/IPBCAMS-WH-02/2019	Asia / China / Hubei / Wuhan	2019-12-30	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Lili Ren, Jianwei Wang, Qi Jin, Zichun Xiang, Zhiqiang Wu, Chao Wu, Yiwei Liu
EPI_ISL_403929	hCoV-19/Wuhan/IPBCAMS-WH-04/2019	Asia / China / Hubei / Wuhan	2019-12-30	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Lili Ren, Jianwei Wang, Qi Jin, Zichun Xiang, Zhiqiang Wu, Chao Wu, Yiwei Liu
EPI_ISL_403928	hCoV-19/Wuhan/IPBCAMS-WH-05/2020	Asia / China / Hubei / Wuhan	2020-01-01	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Lili Ren, Jianwei Wang, Qi Jin, Zichun Xiang, Zhiqiang Wu, Chao Wu, Yiwei Liu
EPI_ISL_408670	hCoV-19/USA/WI1/2020	North America / USA / Wisconsin	2020-01-31	Wisconsin Department of Health Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Jing Zhang, Anna Uehara, Krista Queen, Yan Li, Ying Tao, Clinton R. Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_406595	hCoV-19/Shenzhen/SZTH-004/2020	Asia / China / Guandong / Shenzhen	2020-01-16	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Yang Yang, Chenguang Shen, Li Xing, Zhixiang Xu, Haixia Zheng, Yingxia Liu
EPI_ISL_406031	hCoV-19/Taiwan/2/2020	Asia / Taiwan / Kaohsiung	2020-01-23	Centers for Disease Control, R.O.C. (Taiwan)	Centers for Disease Control, R.O.C. (Taiwan)	Ji-Rong Yang, Yu-Chi Lin, Jung-Jung Mu, Ming-Tsan Liu, Shu-Ying Li
EPI_ISL_408976	hCoV-19/Sydney/2/2020	Oceania / Australia / New South Wales / Sydney	2020-01-22	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R, Sadsad R, Eden J-S, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_408977	hCoV-19/Sydney/3/2020	Oceania / Australia / New South Wales / Sydney	2020-01-25	Serology, Virology and OTDS Laboratories (SAViD), NSW Health Pathology Randwick	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Centre for Infectious Diseases and Microbiology Laboratory Services; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Rawlinson W, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_410045	hCoV-19/USA/IL2/2020	North America / USA / Illinois	2020-01-28	IL Department of Public Health Chicago Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Yan Li, Jing Zhang, Krista Queen, Ying Tao, Anna Uehara, Clinton R. Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_410044	hCoV-19/USA/CA6/2020	North America / USA / California	2020-01-27	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Jing Zhang, Krista Queen, Yan Li, Ying Tao, Anna Uehara, Clinton R. Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_409067	hCoV-19/USA/MA1/2020	North America / USA / Massachusetts	2020-01-29	Massachusetts Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Clinton R. Paden, Jing Zhang, Krista Queen, Yan Li, Ying Tao, Anna Uehara, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_408478	hCoV-19/Chongqing/YC01/2020	Asia / China / Chongqinq / Yongchuan	2020-01-21	Yongchuan District Center for Disease Control and Prevention	Chongqing Municipal Center for Disease Control and Prevention	Ye Sheng, Tang Yun, Ling Hua,Yu zhen,Chen Shuang,Tan ZhangPing, Su Kun, Li Qing, Tang Wenge, Rong Rong
EPI_ISL_408479	hCoV-19/Chongqing/ZX01/2020	Asia / China / Chongqing / Zhongxian	2020-01-23	Zhongxian Center for Disease Control and Prevention	Chongqing Municipal Center for Disease Control and Prevention	Ye Sheng, Tang Yun, Ling Hua, Zhang Hong, Yu zhen,Chen Shuang,Tan ZhangPing, Su Kun, Li Qin, Tang Wenge, Rong Rong
EPI_ISL_410302	hCoV-19/Philippines/026/2020	Asia / Philippines	2020-01-26	unknown	Amalea Dulcene Nicolasora Research Institute for Tropical Medicine, Molecular Biology Laboratory	Nicolasora,A.D., Mercado,E.S., Polotan,F.M., Manalo,J.G., Medado,I.P., Tujan,M.A., Onza,O.T. and Cruz,K.M.
EPI_ISL_410314	hCoV-19/Philippines/026N/2020	Asia / Philippines	2020-02-06	unknown	Joanna Ina Manalo Research Institute for Tropical Medicine, Molecular Biology Laboratory	Manalo,J.I. and Nicolasora,A.D.
EPI_ISL_410344	hCoV-19/Philippines/025N/2020	Asia / Philippines	2020-01-26	unknown	Joanna Ina Manalo Research Institute for Tropical Medicine, Molecular Biology Laboratory	Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M. and Polotan,F.M.
EPI_ISL_410345	hCoV-19/Philippines/022N/2020	Asia / Philippines	2020-01-23	unknown	Joanna Ina Manalo Research Institute for Tropical Medicine, Molecular Biology Laboratory	Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M. and Polotan,F.M.
EPI_ISL_410486	hCoV-19/France/RA739/2020	Europe / France / Rhone-Alpes / Contamines	2020-02-08	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Bal, Antonin; Destras, Gregory; Gaymard, Alexandre; Bouscambert-Duchamp, Maude; Cheynet, Valérie; Brengel-Pesce, Karen; Morfin-Sherpa, Florence; Valette, Martine; Josset, Laurence; Lina, Bruno.
EPI_ISL_410301	hCoV-19/Nepal/61/2020	Asia / Nepal / Kathmandu	2020-01-13	National Influenza Centre, National Public Health Laboratory, Kathmandu, Nepal	The University of Hong Kong	Ranjit Sah , Runa Jha, Daniel Chu, Haogao Gu, Malik Peiris, Anup Bastola, Alfonso J. Rodriguez-Morales, Bibek Kumar Lal, Basu Dev Pandey, Leo Poon
EPI_ISL_410487	hCoV-19/Malaysia/CL5045/2020	Asia / Malaysia	2020-01-24	unknown	National Public Health Laboratory	Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N. and Hani,M.H.
EPI_ISL_410488	hCoV-19/Malaysia/CL5047/2020	Asia / Malaysia	2020-01-24	unknown	National Public Health Laboratory	Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N. and Hani,M.H.
EPI_ISL_410489	hCoV-19/Malaysia/CL5049/2020	Asia / Malaysia	2020-01-24	unknown	National Public Health Laboratory	Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N. and Hani,M.H.
EPI_ISL_410532	hCoV-19/Japan/OS-20-07-1/2020	Asia / Japan / Osaka	2020-01-23	Dept. of Pathology, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Harutaka Katano, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Motoi Suzuki, Hideki Hasegawa, Takaji Wakita, Makoto Takeda, Tadaki Suzuki, Makoto Kuroda
EPI_ISL_410531	hCoV-19/Japan/NA-20-05-1/2020	Asia / Japan / Nara	2020-01-25	Dept. of Pathology, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Harutaka Katano, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Motoi Suzuki, Hideki Hasegawa, Takaji Wakita, Makoto Takeda, Tadaki Suzuki, Makoto Kuroda
EPI_ISL_410535	hCoV-19/Singapore/4/2020	Asia / Singapore	2020-02-03	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, David CB Lye, Yee Sin Leo, Barnaby E Young, Yvonne CF Su, Gavin JD Smith
EPI_ISL_410537	hCoV-19/Singapore/6/2020	Asia / Singapore	2020-02-09	Singapore General Hospital, Molecular Laboratory, Division of Pathology	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, Kian Sing Chan, Lynette LE Oon, Shirin Kalimuddin, Jenny GH Low, Yvonne CF Su, Gavin JD Smith
EPI_ISL_410536	hCoV-19/Singapore/5/2020	Asia / Singapore	2020-02-06	Singapore General Hospital, Molecular Laboratory, Division of Pathology	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, Kian Sing Chan, Lynette LE Oon, Shirin Kalimuddin, Jenny GH Low, Yvonne CF Su, Gavin JD Smith
EPI_ISL_407215	hCoV-19/USA/WA1-F6/2020	North America / USA / Washington	2020-01-25	Washington State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Krista Queen, Azaibi Tamin, Jennifer Harcourt, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Anna Uehara, Xiaoyan Lu, Shifaq Kamili, Rashi Gautam, Haibin Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Natalie Thornburg, Suxiang Tong
EPI_ISL_410539	hCoV-19/pangolin/Guangxi/P1E/2017	Asia / China / Guangxi	2017	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_410541	hCoV-19/pangolin/Guangxi/P5E/2017	Asia / China / Guangxi	2017	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_410540	hCoV-19/pangolin/Guangxi/P5L/2017	Asia / China / Guangxi	2017	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_410538	hCoV-19/pangolin/Guangxi/P4L/2017	Asia / China / Guangxi	2017	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_410542	hCoV-19/pangolin/Guangxi/P2V/2017	Asia / China / Guangxi	2017	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_410717	hCoV-19/Australia/QLD03/2020	Oceania / Australia / Queensland / Gold Coast	2020-02-05	Pathology Queensland	Public Health Virology Laboratory	Ben Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore.
EPI_ISL_410718	hCoV-19/Australia/QLD04/2020	Oceania / Australia / Queensland / Gold Coast	2020-02-05	Pathology Queensland	Public Health Virology Laboratory	Ben Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore.
EPI_ISL_410713	hCoV-19/Singapore/7/2020	Asia / Singapore	2020-01-27	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Octavia S, Mak TM, Cui L, Lin RTP
EPI_ISL_410716	hCoV-19/Singapore/10/2020	Asia / Singapore	2020-02-04	National Public Health Laboratory, National Centre for Infectious Diseases	National Centre for Infectious Diseases, National Centre for Infectious Diseases	Octavia S, Mak TM, Cui L, Lin RTP
EPI_ISL_407894	hCoV-19/Australia/QLD01/2020	Oceania / Australia / Queensland / Gold Coast	2020-01-28	Pathology Queensland	Public Health Virology Laboratory	Ben Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore.
EPI_ISL_407896	hCoV-19/Australia/QLD02/2020	Oceania / Australia / Queensland / Gold Coast	2020-01-30	Pathology Queensland	Public Health Virology Laboratory	Ben Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore.
EPI_ISL_410714	hCoV-19/Singapore/8/2020	Asia / Singapore	2020-02-03	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Octavia S, Mak TM, Cui L, Lin RTP
EPI_ISL_410715	hCoV-19/Singapore/9/2020	Asia / Singapore	2020-02-04	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Octavia S, Mak TM, Cui L, Lin RTP
EPI_ISL_410719	hCoV-19/Singapore/11/2020	Asia / Singapore	2020-02-02	National Public Health Laboratory	National Public Health Laboratory	Octavia S, Mak TM, Cui L, Lin RTP
EPI_ISL_410545	hCoV-19/Italy/INMI1-isl/2020	Europe / Italy / Rome	2020-01-29	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Maria R. Capobianchi, Cesare E. M. Gruber, Martina Rueca, Barbara Bartolini, Francesco Messina, Emanuela Giombini, Francesca Colavita, Concetta Castilletti, Eleonora Lalle, Fabrizio Carletti, Emanuele Nicastri, Giuseppe Ippolito.
EPI_ISL_410546	hCoV-19/Italy/INMI1-cs/2020	Europe / Italy / Rome	2020-01-31	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Maria R. Capobianchi, Cesare E. M. Gruber, Martina Rueca, Fabrizio Carletti, Barbara Bartolini, Francesco Messina, Emanuela Giombini, Francesca Colavita, Concetta Castilletti, Eleonora Lalle, Emanuele Nicastri, Giuseppe Ippolito.
EPI_ISL_410720	hCoV-19/France/IDF0372-isl/2020	Europe / France / Ile-de-France / Paris	2020-01-23	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Yazdan Yazdanpanah, Xavier Lescure.
